simplicial_motif_index, count
0,374625657.291667
1,374625657.291667
2,53517951.041667
3,160553853.125000
5,124875219.097222
7,107035902.083333
9,21407180.416667
10,147174365.364583
11,60207694.921875
14,5946439.004630
17,53517951.041667
21,8919658.506944
22,48652682.765152
24,10703590.208333
28,6689743.880208
37,10193895.436508
38,2548473.859127
39,2548473.859127
43,9307469.746377
46,973053.655303
66,637118.464782
67,637118.464782
72,1070359.020833
