simplicial_motif_index, count
0,377229879.687500
1,377229879.687500
2,107779965.625000
3,251486586.458333
5,125743293.229167
6,17963327.604167
7,107779965.625000
9,10777996.562500
10,161669948.437500
11,20208743.554688
12,13472495.703125
14,17963327.604167
15,5987775.868056
17,60626230.664062
21,4490831.901042
22,29394536.079545
24,5388998.281250
25,2694499.140625
37,7698568.973214
38,2566189.657738
43,11715213.654891
46,2939453.607955
66,641547.414435
67,641547.414435
72,1077799.656250
