simplicial_motif_index, count
0,13666932.949333
1,5736121.493333
2,1097344.981333
3,5054437.489778
4,315902.343111
5,978881.602667
6,93523.720000
7,6234.914667
8,71701.518667
9,9352.372000
10,3117.457333
