simplicial_motif_index, count
0,566616021.354167
1,412084379.166667
2,51510547.395833
3,137361459.722222
5,103021094.791667
7,103021094.791667
9,10302109.479167
10,90143457.942708
11,51510547.395833
12,6438818.424479
14,11446788.310185
17,38632910.546875
19,6438818.424479
21,8585091.232639
22,28096662.215909
24,2575527.369792
28,9658227.636719
37,22075948.883929
38,2452883.209325
43,11197945.086051
46,1873110.814394
52,936555.407197
66,613220.802331
67,613220.802331
72,2060421.895833
