reading,0.042118
building,0.0024709
sampling,0.0015994
scaning,0.0022628
matching,0.0118329
building,0.0011044
sampling,0.0010265
scaning,0.0013261
matching,0.0098041
building,0.0010176
sampling,0.000987
scaning,0.0017016
matching,0.0107075
building,0.0012584
sampling,0.0010774
scaning,0.0014397
matching,0.0102148
building,0.0011247
sampling,0.0010078
scaning,0.0012975
matching,0.01255
